Site ID,Planned Kiosk Type,Installation Status,PPT ID,Legacy ID,Borough,Council District,Community Board,Street Address,Cross Street 1,Cross Street 2,IxN Corner,Postcode,Zoning,Latitude,Longitude,Installation Complete,Activation Complete,Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
qu-01-100721,Link1.0,Live,100721,qu-01-100721,Queens,22,401,32-07 BROADWAY,32 STREET,33 STREET,MIDBLOCK,11106,C4-2A,40.761507,-73.924218,01/17/2018,04/02/2018,Astoria,4008405,4006140007,4006100,"(40.761507, -73.924218)"
mn-01-109612,Link1.0,Live,109612,20533,Manhattan,1,101,67 READE STREET,CHURCH STREET,BROADWAY,MIDBLOCK,10007,C6-3A,40.715027,-74.006772,08/02/2018,10/09/2020,SoHo-TriBeCa-Civic Center-Little Italy,1001627,1001490006,1002100,"(40.715027, -74.006772)"
mn-07-120277,Link1.0,Live,120277,12042,Manhattan,6,107,251 WEST 105 STREET,BROADWAY,WEST END AVENUE,NW,10025,C1-5,40.800681,-73.968260,08/07/2018,11/10/2020,Upper West Side,1056607,1018770001,1019100,"(40.800681, -73.96826)"
mn-05-123158,Link1.0,Live,123158,mn-05-123158,Manhattan,2,105,18 UNION SQUARE EAST,EAST 15 STREET,EAST 14 STREET,NE,10003,C6-4,40.735187,-73.989871,10/08/2016,11/21/2016,Gramercy,1083247,1008707501,1005000,"(40.735187, -73.989871)"
qu-04-145745,Link1.0,Live,145745,LINK-018142,Queens,25,404,86-10 QUEENS BOULEVARD,GRAND AVENUE,54 AVENUE,SW,11373,C1-3,40.736273,-73.877364,02/25/2017,06/13/2017,Elmhurst,4064656,4028510027,4047500,"(40.736273, -73.877364)"
qu-04-145777,Link1.0,Live,145777,LINK-018144,Queens,25,404,79-14 QUEENS BOULEVARD,51 AVENUE,HILLYER STREET,SW,11373,C4-2,40.737777,-73.883978,10/29/2022,01/25/2023,Elmhurst-Maspeth,4056460,4024530018,4047900,"(40.737777, -73.883978)"
qu-07-160018,Link5G_Ad,Live,,qu-07-160018,Queens,19,407,29-14 122 STREET,122ND STREET,120TH STREET,N,11354,M2-1,40.771390,-73.846720,02/26/2024,02/27/2025,College Point,4100714,4043180020,,"(40.77139, -73.84672)"
bk-03-145760,Link1.0,Live,145760,LINK-018117,Brooklyn,36,303,1591 FULTON STREET,MARCUS GARVEY BOULEVARD,ALBANY AVENUE,NW,11216,C2-4,40.679815,-73.937627,03/02/2017,04/10/2017,Stuyvesant Heights,3053698,3018590033,3027300,"(40.679815, -73.937627)"
bk-09-145844,Link1.0,Live,145844,LINK-019371,Brooklyn,40,309,317 LEFFERTS AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NE,11225,C1-3,40.662438,-73.950605,05/06/2017,06/14/2017,Prospect Lefferts Gardens-Wingate,3035092,3013210001,3032900,"(40.662438, -73.950605)"
qu-03-143034,Link1.0,Live,143034,qu-03-143034,Queens,25,403,72-01 ROOSEVELT AVENUE,72 STREET,73 STREET,NE,11372,C4-3,40.746707,-73.893448,07/08/2017,08/24/2017,Elmhurst-Maspeth,4029787,4012830072,4026500,"(40.746707, -73.893448)"
qu-12-155917,Link1.0,Live,,,Queens,28,412,106-17 153rd STREET,153RD STREET,154TH STREET,SE,11433,C2-3,40.695872,-73.800395,11/01/2022,02/28/2023,South Jamaica,,4101210058,,"(40.695872, -73.800395)"
bk-04-150244,Link1.0,Live,150244,,Brooklyn,34,304,143 CENTRAL AVENUE,CENTRAL AVENUE,WILSON AVE,NW,11221,C1-3,40.699584,-73.927465,09/07/2022,10/25/2022,Bushwick South,3325272,3031960001,423,"(40.699584, -73.927465)"
mn-02-122344,Link1.0,Live,122344,mn-02-122344,Manhattan,1,102,203 GRAND STREET,MOTT STREET,MULBERRY STREET,SW,10013,C6-2G,40.719040,-73.996631,05/24/2018,02/13/2019,SoHo-TriBeCa-Civic Center-Little Italy,1003091,1002370017,1004100,"(40.71904, -73.996631)"
mn-07-120534,Link1.0,Live,120534,mn-07-120534,Manhattan,7,107,876 AMSTERDAM AVENUE,WEST 103 STREET,WEST 102 STREET,SW,10025,C1-5,40.798477,-73.967265,04/07/2017,06/27/2017,Upper West Side,1079429,1018740029,1019100,"(40.798477, -73.967265)"
mn-06-121448,Link1.0,Live,121448,10332,Manhattan,2,106,470 2 AVENUE,EAST 27 STREET,EAST 26 STREET,NE,10016,C1-8,40.739852,-73.979327,08/09/2018,01/16/2019,Murray Hill-Kips Bay,1082730,1009340001,1006600,"(40.739852, -73.979327)"
mn-08-135072,Link1.0,Live,135072,mn-08-135072,Manhattan,5,108,343 EAST 66 STREET,1 AVENUE,2 AVENUE,NW,10065,C1-9,40.764117,-73.958948,05/01/2018,11/24/2020,Lenox Hill-Roosevelt Island,1044741,1014410023,1011800,"(40.764117, -73.958948)"
mn-06-133473,Link1.0,Live,133473,mn-06-133473,Manhattan,4,106,760 3 AVENUE,EAST 47 STREET,EAST 48 STREET,NW,10017,C5-3,40.754092,-73.972180,02/08/2016,02/22/2016,Turtle Bay-East Midtown,1036217,1013020033,1009200,"(40.754092, -73.97218)"
bx-01-146062,Link1.0,Live,146062,LINK-020596,Bronx,17,201,624 MELROSE AVENUE,EAST 152 STREET,EAST 151 STREET,MIDBLOCK,10455,C4-4,40.818017,-73.916791,02/25/2018,04/25/2018,Melrose South-Mott Haven North,2001345,2023740034,2006700,"(40.818017, -73.916791)"
mn-03-123295,Link1.0,Live,123295,LINK-012850,Manhattan,2,103,56 1 AVENUE,EAST 3 STREET,EAST 4 STREET,NE,10009,C2-5,40.724614,-73.987336,10/07/2017,02/07/2018,East Village,1005759,1004310001,1003200,"(40.724614, -73.987336)"
mn-12-150314,Link1.0,Live,150314,,Manhattan,10,112,401 West 203rd Street,9 AVENUE,10 AVENUE,N,10034,C2-4,40.861279,-73.919089,09/01/2022,10/18/2022,Marble Hill-Inwood,,1022000021,,"(40.861279, -73.919089)"
bk-02-127466,Link5G_Ad,Live,127466,LINK-013208,Brooklyn,35,302,143 WAVERLY AVENUE,Waverly Avenue,Washington Avenue,NE,11205,C2-4,40.693311,-73.967671,09/12/2022,04/10/2023,Clinton Hill,3054408,2018890001,,"(40.693311, -73.967671)"
qu-12-141540,Link1.0,Live,141540,qu-12-141540,Queens,24,412,163-33 JAMAICA AVENUE,164 STREET,163 STREET,NW,11432,C6-3,40.705143,-73.795897,08/27/2016,11/30/2016,Jamaica,4209572,4097930001,4044601,"(40.705143, -73.795897)"
mn-05-122615,Link1.0,Live,122615,mn-05-122615,Manhattan,3,105,908 8 AVENUE,WEST 54 STREET,WEST 53 STREET,SE,10019,C6-4,40.764646,-73.984229,03/18/2016,04/01/2016,Midtown-Midtown South,1024832,1010257502,1013100,"(40.764646, -73.984229)"
bk-02-145752,Link1.0,Live,145752,LINK-018062,Brooklyn,35,302,710 FULTON STREET,HANSON PLACE,SOUTH PORTLAND AVENUE,MIDBLOCK,11217,C2-4,40.685787,-73.973320,03/02/2017,03/24/2017,Fort Greene,3059289,3021150010,3018100,"(40.685787, -73.97332)"
mn-11-120249,Link1.0,Live,120249,mn-11-120249,Manhattan,8,111,150 EAST 116 STREET,LEXINGTON AVENUE,3 AVENUE,SE,10029,C1-4,40.798488,-73.941542,09/23/2017,11/03/2017,East Harlem North,1052262,1016430052,1018200,"(40.798488, -73.941542)"
bx-01-146075,Link1.0,Live,146075,LINK-020496,Bronx,8,201,250 BROOK AVENUE,EAST 138 STREET,EAST 139 STREET,NE,10454,C1-4,40.807756,-73.919006,03/19/2018,05/21/2018,Mott Haven-Port Morris,2000054,2022660001,2003900,"(40.807756, -73.919006)"
mn-06-121676,Link1.0,Live,121676,mn-06-121676,Manhattan,4,106,943 1 AVENUE,EAST 52 STREET,EAST 51 STREET,SW,10022,C1-5,40.755081,-73.965434,11/29/2017,03/06/2018,Turtle Bay-East Midtown,1039661,1013440030,1009800,"(40.755081, -73.965434)"
mn-07-121239,Link1.0,Live,121239,mn-07-121239,Manhattan,6,107,236 WEST 81 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10024,C4-6A,40.785021,-73.978807,04/22/2016,05/23/2016,Upper West Side,1070992,1012287501,1016700,"(40.785021, -73.978807)"
mn-07-136444,Link1.0,Live,136444,mn-07-136444,Manhattan,6,107,2163 BROADWAY,WEST 76 STREET,WEST 77 STREET,NW,10024,C4-6A,40.781984,-73.981184,06/27/2017,10/16/2017,Upper West Side,1030859,1011680010,1016300,"(40.781984, -73.981184)"
bx-05-119607,Link5G_Ad,Live,119607,LINK-011708,Bronx,14,205,48 EAST 183 STREET,EAST 182 STREET,WALTON AVE,SE,10453,C8-3,40.858210,-73.902815,07/07/2022,09/27/2022,Fordham South,2014064,2031860059,2023900,"(40.85821, -73.902815)"
mn-06-134831,Link1.0,Live,134831,80264,Manhattan,2,106,444 2 AVENUE,EAST 25 STREET,EAST 26 STREET,SE,10010,C1-9,40.739647,-73.979466,08/09/2018,01/25/2019,Murray Hill-Kips Bay,1078833,1009310001,1006600,"(40.739647, -73.979466)"
mn-05-122768,Link1.0,Live,122768,mn-05-122768,Manhattan,3,105,899 6 AVENUE,WEST 32 STREET,WEST 33 STREET,MIDBLOCK,10001,C6-6,40.748772,-73.988673,10/22/2016,11/11/2016,Midtown-Midtown South,1015190,1008080040,1010100,"(40.748772, -73.988673)"
si-02-145809,Link1.0,Live,145809,LINK-005414,Staten Island,50,502,2115 HYLAN BOULEVARD,BEDFORD AVENUE,HAMDEN AVENUE,NW,10306,C8-1,40.578802,-74.101669,04/10/2017,05/25/2017,New Dorp-Midland Beach,5051504,5035750067,5011402,"(40.578802, -74.101669)"
mn-05-139806,Link1.0,Live,139806,mn-05-139806,Manhattan,2,105,1170 BROADWAY,WEST 28 STREET,WEST 27 STREET,SE,10001,M1-6,40.745127,-73.988671,10/15/2016,11/02/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1080710,1008290050,1005800,"(40.745127, -73.988671)"
bx-07-145933,Link1.0,Live,145933,LINK-018403,Bronx,14,207,2616 JEROME AVENUE,EAST 193 STREET,EAST KINGSBRIDGE ROAD,SE,10468,C2-3,40.866765,-73.897803,09/16/2017,11/03/2017,Bedford Park-Fordham North,2014132,2031910020,2040100,"(40.866765, -73.897803)"
mn-03-138573,Link1.0,Live,138573,mn-03-138573,Manhattan,2,103,175 2 AVENUE,EAST 11 STREET,EAST 12 STREET,NW,10003,C1-5,40.730537,-73.986389,07/10/2016,09/13/2016,East Village,1006837,1004670035,1004000,"(40.730537, -73.986389)"
mn-06-121773,Link1.0,Live,121773,mn-06-121773,Manhattan,4,106,1077 2 AVENUE,EAST 57 STREET,EAST 56 STREET,SW,10022,C1-9,40.759234,-73.965504,04/07/2018,06/12/2018,Turtle Bay-East Midtown,1090233,1013307502,1010800,"(40.759234, -73.965504)"
mn-05-121991,Link1.0,Live,121991,mn-05-121991,Manhattan,3,105,550 7 AVENUE,WEST 39 STREET,WEST 40 STREET,NW,10018,M1-6,40.754311,-73.988330,11/12/2016,01/18/2017,Midtown-Midtown South,1014501,1007890036,1011300,"(40.754311, -73.98833)"
bk-06-108348,Link1.0,Live,108348,bk-06-108348,Brooklyn,39,306,311 SMITH STREET,UNION STREET,PRESIDENT STREET,MIDBLOCK,11231,C2-4,40.681346,-73.994047,12/08/2017,02/12/2018,Carroll Gardens-Columbia Street-Red Hook,3007265,3004360007,3007500,"(40.681346, -73.994047)"
qu-04-128504,Link1.0,Live,128504,qu-04-128504,Queens,25,404,80-20 ROOSEVELT AVENUE,81 STREET,80 STREET,SW,11372,C2-3,40.747451,-73.884987,07/22/2017,09/07/2017,Elmhurst,4036845,4014910008,4026901,"(40.747451, -73.884987)"
bk-16-108732,Link5G_Ad,Live,108732,LINK-074087,Brooklyn,41,316,1710 EASTERN PARKWAY,Rockaway Ave,ST MARKS AVENUE,SW,11233,C8-2,40.672852,-73.911472,11/16/2022,12/29/2022,Ocean Hill,3039258,3014600073,3036300,"(40.672852, -73.911472)"
mn-07-121161,Link1.0,Live,121161,mn-07-121161,Manhattan,6,107,338 COLUMBUS AVENUE,WEST 76 STREET,WEST 77 STREET,NW,10024,C1-8A,40.780148,-73.976932,02/09/2018,06/05/2018,Upper West Side,1030178,1011480014,1016100,"(40.780148, -73.976932)"
bx-04-145851,Link1.0,Live,145851,LINK-018391,Bronx,16,204,84 EAST 167 STREET,GERARD AVENUE,WALTON AVENUE,MIDBLOCK,10452,C1-4,40.835133,-73.919797,06/10/2017,07/20/2017,West Concourse,2117447,2024790024,2019700,"(40.835133, -73.919797)"
mn-04-135163,Link1.0,Live,135163,mn-04-135163,Manhattan,3,104,764 10 AVENUE,WEST 52 STREET,WEST 51 STREET,SE,10019,C2-5,40.765789,-73.990852,09/23/2017,11/08/2017,Clinton,1026733,1010610061,1013300,"(40.765789, -73.990852)"
qu-09-145881,Link1.0,Live,145881,LINK-021393,Queens,32,409,105-24 JAMAICA AVENUE,106 STREET,105 STREET,MIDBLOCK,11418,C2-4,40.695221,-73.841187,07/15/2017,08/10/2017,Richmond Hill,4194296,4092890028,4012602,"(40.695221, -73.841187)"
mn-08-134740,Link1.0,Live,134740,mn-08-134740,Manhattan,5,108,1475 3 AVENUE,EAST 85 STREET,EAST 84 STREET,NE,10028,C1-9,40.777030,-73.955138,03/02/2016,03/30/2016,Yorkville,1048692,1015290001,1013800,"(40.77703, -73.955138)"
bk-16-158237,Link1.0,Live,158237,,Brooklyn,41,316,1220 EAST NEW YORK AVENUE,UNION STREET,RALPH AVENUE,SW,11212,C8-2,40.667332,-73.922023,08/02/2022,09/23/2022,Brownsville,3393291,3035090036,900,"(40.667332, -73.922023)"
mn-07-133397,Link1.0,Live,133397,mn-07-133397,Manhattan,6,107,2206 BROADWAY,WEST 78 STREET,WEST 79 STREET,S,10024,C4-6A,40.783373,-73.980123,09/10/2017,01/03/2018,Upper West Side,1079386,1011700012,1016700,"(40.783373, -73.980123)"
bk-02-125681,Link1.0,Live,125681,bk-02-125681,Brooklyn,33,302,60 HENRY STREET,CRANBERRY STREET,ORANGE STREET,SW,11201,C1-5,40.699342,-73.992187,12/15/2016,02/13/2017,Brooklyn Heights-Cobble Hill,3001646,3002210020,3000100,"(40.699342, -73.992187)"
mn-04-122466,Link1.0,Live,122466,mn-04-122466,Manhattan,3,104,703 10 AVENUE,WEST 48 STREET,WEST 47 STREET,NW,10036,C2-5,40.763385,-73.992870,10/07/2017,12/04/2017,Clinton,1026998,1010760036,1012900,"(40.763385, -73.99287)"
qu-06-156982,Link1.0,Live,,LINK-018216,Queens,29,406,92-24 QUEENS BOULEVARD,Eliot Avenue,62nd Avenue,SE,11374,C1-2,40.732391,-73.868198,04/14/2023,05/17/2023,Rego Park,,4030750006,,"(40.732391, -73.868198)"
mn-05-135652,Link1.0,Live,135652,mn-05-135652,Manhattan,2,105,119 5 AVENUE,EAST 19 STREET,EAST 20 STREET,NE,10003,C6-4M,40.739166,-73.991199,11/14/2017,04/10/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1016155,1008480001,1005200,"(40.739166, -73.991199)"
mn-04-135620,Link1.0,Live,135620,mn-04-135620,Manhattan,3,104,127 8 AVENUE,WEST 16 STREET,WEST 17 STREET,MIDBLOCK,10011,C1-6A,40.741373,-74.001501,08/05/2017,02/24/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1088116,1007407501,1008300,"(40.741373, -74.001501)"
bk-06-160015,Link5G_NonAd,Live,,,Brooklyn,38,306,184 CONOVER STREET,WOLCOTT STREET,DIKEMAN STREET,SW,11231,M2-1,40.678106,-74.014295,02/28/2024,06/27/2024,Carroll Gardens-Columbia Street-Red Hook,3008589,3005740023,,"(40.6781059, -74.0142949)"
mn-05-108433,Link1.0,Live,108433,mn-05-108433,Manhattan,3,105,550 8 AVENUE,WEST 37 STREET,WEST 38 STREET,NE,10018,M1-6,40.754171,-73.991871,03/12/2016,04/06/2016,Midtown-Midtown South,1014453,1007870001,1010900,"(40.754171, -73.991871)"
bk-08-145993,Link1.0,Live,145993,LINK-018092,Brooklyn,35,308,792 FRANKLIN AVENUE,LINCOLN PLACE,EASTERN PARKWAY,NW,11238,C2-4,40.671355,-73.957793,11/10/2017,03/20/2019,Crown Heights North,3029659,3011810045,3021700,"(40.671355, -73.957793)"
mn-09-120561,Link1.0,Live,120561,mn-09-120561,Manhattan,7,109,502 WEST 136 STREET,AMSTERDAM AVENUE,BROADWAY,SW,10031,C1-4,40.819600,-73.951942,07/10/2016,09/30/2016,Manhattanville,1059799,1019880109,1022301,"(40.8196, -73.951942)"
bk-17-127012,Link1.0,Live,127012,bk-17-127012,Brooklyn,40,317,1380 NOSTRAND AVENUE,LINDEN BOULEVARD,LENOX ROAD,NW,11226,C1-3,40.652771,-73.949870,04/08/2017,06/09/2017,Prospect Lefferts Gardens-Wingate,3116689,3050850068,3082000,"(40.652771, -73.94987)"
mn-06-121529,Link1.0,Live,121529,mn-06-121529,Manhattan,4,106,155 EAST 40 STREET,3 AVENUE,LEXINGTON AVENUE,NW,10017,C5-3,40.749605,-73.975534,11/13/2016,12/05/2016,Murray Hill-Kips Bay,1036148,1012950033,1008000,"(40.749605, -73.975534)"
mn-05-134468,Link1.0,Live,134468,mn-05-134468,Manhattan,2,105,69 5 AVENUE,EAST 14 STREET,EAST 15 STREET,NE,10003,C6-4M,40.736111,-73.993424,07/29/2017,11/01/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1016061,1008427501,1005200,"(40.736111, -73.993424)"
qu-06-145763,Link1.0,Live,145763,LINK-006885,Queens,29,406,118-10 QUEENS BOULEVARD,78 AVENUE,78 CRESCENT,SE,11375,C4-4D,40.714861,-73.832341,03/04/2017,04/18/2017,Forest Hills,4079993,4033470024,4076902,"(40.714861, -73.832341)"
qu-02-145985,Link1.0,Live,145985,LINK-020965,Queens,26,402,45-59 46 STREET,47 AVENUE,GREENPOINT AVENUE,NE,11377,C1-3,40.741303,-73.919006,10/14/2017,05/23/2018,Hunters Point-Sunnyside-West Maspeth,4001553,4001530005,4023500,"(40.741303, -73.919006)"
mn-06-136296,Link1.0,Live,136296,mn-06-136296,Manhattan,2,106,585 2 AVENUE,EAST 32 STREET,EAST 33 STREET,NW,10016,C1-8A,40.743659,-73.976843,10/20/2017,01/18/2019,Murray Hill-Kips Bay,1020092,1009130028,1007000,"(40.743659, -73.976843)"
bx-07-117868,Link1.0,Live,117868,bx-07-117868,Bronx,14,207,2415 JEROME AVENUE,WEST FORDHAM ROAD,WEST 184 STREET,MIDBLOCK,10468,C2-4,40.861762,-73.901965,04/19/2018,06/26/2018,Kingsbridge Heights,2014338,2031990105,2025300,"(40.861762, -73.901965)"
mn-07-107832,Link1.0,Live,107832,mn-07-107832,Manhattan,6,107,462 COLUMBUS AVENUE,WEST 82 STREET,WEST 83 STREET,NW,10024,C1-8A,40.784096,-73.974049,02/14/2018,04/20/2018,Upper West Side,1032070,1012130030,1016900,"(40.784096, -73.974049)"
bk-04-159465,Link1.0,Live,159465,,Brooklyn,37,304,471 WILSON AVENUE,JEFFERSON AVENUE,CORNELIA STREET,NE,11221,C2-3,40.692899,-73.911892,07/30/2022,11/22/2022,Bushwick North,3077622,3033840001,435,"(40.692899, -73.911892)"
mn-12-120348,Link1.0,Live,120348,mn-12-120348,Manhattan,7,112,3779 BROADWAY,WEST 157 STREET,WEST 156 STREET,SW,10032,C2-4,40.834189,-73.945450,12/20/2016,03/27/2018,Washington Heights South,1063255,1021340090,1024100,"(40.834189, -73.94545)"
mn-05-122092,Link1.0,Live,122092,mn-05-122092,Manhattan,3,105,724 8 AVENUE,WEST 45 STREET,WEST 46 STREET,NE,10036,C6-4,40.759221,-73.988187,03/12/2016,04/06/2016,Midtown-Midtown South,1024718,1010170001,1011900,"(40.759221, -73.988187)"
mn-08-136195,Link1.0,Live,136195,mn-08-136195,Manhattan,5,108,1331 1 AVENUE,EAST 71 STREET,EAST 72 STREET,NW,10021,C1-5,40.767282,-73.956537,10/25/2017,01/12/2018,Lenox Hill-Roosevelt Island,1044862,1014460023,1012600,"(40.767282, -73.956537)"
bx-04-145838,Link1.0,Live,145838,LINK-018390,Bronx,14,204,1605 WALTON AVENUE,EAST MT EDEN AVENUE,EAST 174 STREET,MIDBLOCK,10452,C1-4,40.843881,-73.912930,04/22/2017,07/05/2017,Mount Hope,2008153,2028470069,2022702,"(40.843881, -73.91293)"
mn-10-120058,Link1.0,Live,120058,mn-10-120058,Manhattan,9,110,200 WEST 143 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,SW,10030,C1-4,40.820406,-73.940304,08/13/2017,10/03/2017,Central Harlem North-Polo Grounds,1060430,1020280016,1023200,"(40.820406, -73.940304)"
qu-12-123858,Link5G_Ad,Live,123858,65000,Queens,27,412,115-01 FARMERS BOULEVARD,115th Avenue,115th Road,,11412,C2-3,40.695975,-73.761234,11/30/2022,02/15/2023,St. Albans,4237303,4110320001,4052600,"(40.695975, -73.761234)"
bk-02-145812,Link1.0,Live,145812,LINK-018068,Brooklyn,35,302,957 FULTON STREET,WASHINGTON AVENUE,ST JAMES PLACE,NE,11238,C2-4,40.683077,-73.964633,03/24/2017,07/25/2017,Clinton Hill,3056680,3019790060,3020100,"(40.683077, -73.964633)"
mn-08-121042,Link1.0,Live,121042,mn-08-121042,Manhattan,4,108,40 EAST 80 STREET,MADISON AVENUE,PARK AVENUE,SE,10075,C5-1,40.776918,-73.961540,02/03/2018,04/06/2018,Upper East Side-Carnegie Hill,1046451,1014910048,1014200,"(40.776918, -73.96154)"
bk-05-114742,Link1.0,Live,114742,bk-05-114742,Brooklyn,37,305,3418 FULTON STREET,LINCOLN AVENUE,AUTUMN AVENUE,SE,11208,C1-2,40.684317,-73.869636,09/23/2017,03/12/2018,Cypress Hills-City Line,3092916,3041490028,3118400,"(40.684317, -73.869636)"
mn-04-123508,Link1.0,Live,123508,mn-04-123508,Manhattan,3,104,197 8 AVENUE,WEST 20 STREET,WEST 21 STREET,NW,10011,C1-6A,40.743579,-73.999894,03/18/2016,04/07/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013263,1007440036,1008900,"(40.743579, -73.999894)"
si-02-145522,Link1.0,Live,145522,si-02-145522,Staten Island,50,502,1177 HYLAN BOULEVARD,WOODLAWN AVENUE,WINFIELD AVENUE,NW,10305,C2-1,40.598397,-74.082621,01/31/2017,02/28/2017,Old Town-Dongan Hills-South Beach,5047160,5032080020,5009601,"(40.598397, -74.082621)"
mn-06-121836,Link1.0,Live,121836,mn-06-121836,Manhattan,4,106,909 3 AVENUE,EAST 54 STREET,EAST 55 STREET,NE,10022,C6-6,40.758377,-73.968759,02/28/2016,03/18/2016,Turtle Bay-East Midtown,1038570,1013280001,1010800,"(40.758377, -73.968759)"
mn-06-121513,Link1.0,Removed Pending Reinstall,121513,mn-06-121513,Manhattan,4,106,525 3 AVENUE,EAST 35 STREET,EAST 36 STREET,NE,10016,C1-9,40.746449,-73.977444,02/06/2016,02/19/2016,Murray Hill-Kips Bay,1020178,1009160001,1007800,"(40.746449, -73.977444)"
bx-05-119569,Link1.0,Live,119569,bx-05-119569,Bronx,14,205,2454 CRESTON AVENUE,EAST FORDHAM ROAD,EAST 188 STREET,SE,10468,C4-4,40.862152,-73.898396,06/24/2017,10/26/2017,Fordham South,2013807,2031660069,2023703,"(40.862152, -73.898396)"
mn-08-121021,Link1.0,Live,121021,mn-08-121021,Manhattan,5,108,1495 3 AVENUE,EAST 84 STREET,EAST 85 STREET,NE,10028,C1-9,40.777561,-73.954752,02/26/2016,04/15/2016,Yorkville,1048724,1015300001,1014601,"(40.777561, -73.954752)"
mn-06-121791,Link1.0,Live,121791,mn-06-121791,Manhattan,4,106,260 EAST 48 STREET,2 AVENUE,3 AVENUE,SW,10017,C1-9,40.753661,-73.969649,01/27/2018,04/10/2018,Turtle Bay-East Midtown,1037988,1013210022,1009000,"(40.753661, -73.969649)"
mn-09-120387,Link1.0,Live,120387,mn-09-120387,Manhattan,7,109,600 WEST 114 STREET,BROADWAY,RIVERSIDE DRIVE,SW,10025,C1-4,40.806760,-73.965108,02/04/2017,02/27/2017,Morningside Heights,1057351,1018950062,1019900,"(40.80676, -73.965108)"
bk-04-103731,Link1.0,Live,103731,bk-04-103731,Brooklyn,34,304,849 BROADWAY,PARK AVENUE,LOCUST STREET,MIDBLOCK,11206,C8-2,40.698876,-73.938447,04/10/2018,07/27/2018,Bushwick South,3071735,3031340004,3038900,"(40.698876, -73.938447)"
mn-04-138534,Link5G_Ad,Live,138534,,Manhattan,3,104,610 11 AVENUE,WEST 45 STREET,WEST 46 STREET,East,10036,C2-5,40.762820,-73.996700,07/11/2024,11/21/2024,Clinton,1079246,1010740001,1012900,"(40.76282, -73.9967)"
bk-09-154238,Link1.0,Live,,,Brooklyn,35,309,468 ALBANY AVENUE,EMPIRE BOULEVARD,MONTGOMERY STREET,NW,11213,C1-3,40.664073,-73.939992,12/02/2022,01/03/2024,Crown Heights South,3034693,3013120053,331,"(40.664073, -73.939992)"
mn-09-102722,Link1.0,Live,102722,mn-09-102722,Manhattan,7,109,3642 BROADWAY,WEST 150 STREET,WEST 151 STREET,NE,10031,C1-4,40.829675,-73.947866,07/20/2016,08/04/2016,Hamilton Heights,1062137,1020820001,1023700,"(40.829675, -73.947866)"
qu-12-114989,Link1.0,Live,114989,25088,Queens,27,412,173-20 JAMAICA AVENUE,175th Street,173rd Street,,11433,C2-4,40.707831,-73.785914,04/12/2023,05/25/2023,Jamaica,4217495,4102120018,4044400,"(40.707831, -73.785914)"
bx-05-119638,Link1.0,Live,119638,bx-05-119638,Bronx,15,205,2493 VALENTINE AVENUE,EAST FORDHAM ROAD,EAST 188 STREET,SW,10458,C4-4,40.862051,-73.896079,01/14/2018,06/25/2018,Bedford Park-Fordham North,2013601,2031530023,2023702,"(40.862051, -73.896079)"
mn-07-121308,Link1.0,Live,121308,mn-07-121308,Manhattan,6,107,250 WEST 78 STREET,BROADWAY,WEST END AVENUE,SW,10024,C4-6A,40.783260,-73.980848,09/23/2017,01/03/2018,Upper West Side,1030900,1011690057,1016300,"(40.78326, -73.980848)"
bk-01-108949,Link1.0,Live,108949,bk-01-108949,Brooklyn,34,301,709 BROADWAY,DEBEVOISE STREET,GRAHAM AVENUE,NE,11206,C4-3,40.701419,-73.942908,03/06/2017,08/02/2017,East Williamsburg,3331361,3031260006,3049100,"(40.701419, -73.942908)"
mn-12-111556,Link1.0,Live,111556,mn-12-111556,Manhattan,7,112,3816 BROADWAY,WEST 158 STREET,WEST 159 STREET,SE,10032,C4-4,40.835135,-73.943873,06/10/2017,07/20/2017,Washington Heights South,1062747,1021170007,1024500,"(40.835135, -73.943873)"
mn-06-138570,Link1.0,Live,138570,mn-06-138570,Manhattan,4,106,245 EAST 40 STREET,2 AVENUE,TUNNEL EXIT STREET,NW,10017,C1-9,40.748673,-73.973326,11/04/2017,04/04/2018,Turtle Bay-East Midtown,1037175,1013140021,1008800,"(40.748673, -73.973326)"
qu-01-125114,Link1.0,Live,125114,qu-01-125114,Queens,22,401,40-17 30 AVENUE,41 STREET,STEINWAY STREET,NW,11103,C1-2,40.763621,-73.914259,05/06/2017,06/26/2017,Astoria,4010804,4006630043,4014700,"(40.763621, -73.914259)"
mn-07-133652,Link1.0,Live,133652,mn-07-133652,Manhattan,6,107,2061 BROADWAY,WEST 71 STREET,WEST 72 STREET,NW,10023,C4-6A,40.778148,-73.982255,06/30/2017,08/03/2017,Lincoln Square,1030418,1011630030,1015900,"(40.778148, -73.982255)"
