Site ID,Planned Kiosk Type,Installation Status,PPT ID,Legacy ID,Borough,Council District,Community Board,Street Address,Cross Street 1,Cross Street 2,IxN Corner,Postcode,Zoning,Latitude,Longitude,Installation Complete,Activation Complete,Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
bk-02-135003,Link1.0,Live,135003,bk-02-135003,Brooklyn,33,302,156 LAWRENCE STREET,FULTON STREET,WILLOUGHBY STREET,NW,11201,C6-4.5,40.691234,-73.986384,02/17/2017,04/20/2017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000399,3001510040,3001100,"(40.691234, -73.986384)"
mn-10-120049,Link1.0,Live,120049,mn-10-120049,Manhattan,9,110,166 WEST 125 STREET,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,SE,10027,C6-3,40.808793,-73.948125,11/14/2016,01/09/2017,Central Harlem South,1057837,1019090063,1022200,"(40.808793, -73.948125)"
mn-06-134661,Link1.0,Live,134661,mn-06-134661,Manhattan,4,106,733 2 AVENUE,EAST 39 STREET,EAST 40 STREET,NW,10016,C1-9,40.748121,-73.973604,11/11/2017,04/04/2018,Turtle Bay-East Midtown,1020379,1009200030,1008800,"(40.748121, -73.973604)"
mn-05-108540,Link1.0,Live,108540,mn-05-108540,Manhattan,3,105,100 WEST 28 STREET,6 AVENUE,7 AVENUE,SW,10001,C6-4X,40.746116,-73.990792,02/24/2018,02/04/2019,Midtown-Midtown South,1015082,1008030043,1009500,"(40.746116, -73.990792)"
mn-08-121038,Link1.0,Live,121038,mn-08-121038,Manhattan,4,108,29 EAST 76 STREET,MADISON AVENUE,5 AVENUE,NW,10021,C5-1,40.774498,-73.963723,01/27/2018,04/10/2018,Upper East Side-Carnegie Hill,1041796,1013910014,1013000,"(40.774498, -73.963723)"
mn-03-134173,Link5G_Ad,Live,134173,1255,Manhattan,1,103,165 EAST BROADWAY,RUTGERS STREET,CANAL STREET,SE,10002,C1-5,40.714000,-73.989983,08/23/2022,12/13/2022,Lower East Side,1003627,1002840028,1000600,"(40.714, -73.989983)"
bx-02-157103,Link1.0,Live,157103,,Bronx,17,202,995 WESTCHESTER AVENUE,E 165TH STREET,WESTCHESTER AVENUE,SW,10459,C1-4,40.823858,-73.893960,07/01/2022,09/19/2022,Longwood,,2027150049,,"(40.823858, -73.89396)"
mn-11-143074,Link1.0,Live,143074,mn-11-143074,Manhattan,8,111,1950 3 AVENUE,EAST 107 STREET,EAST 108 STREET,NW,10029,C1-5,40.792394,-73.944230,03/05/2016,03/22/2016,East Harlem South,1052080,1016350033,1017200,"(40.792394, -73.94423)"
mn-06-121794,Link1.0,Live,121794,mn-06-121794,Manhattan,4,106,251 EAST 49 STREET,2 AVENUE,3 AVENUE,SW,10022,C1-9,40.754392,-73.969184,01/27/2018,04/10/2018,Turtle Bay-East Midtown,1038247,1013230121,1009800,"(40.754392, -73.969184)"
bk-14-159992,Link5G_Ad,Live,,,Brooklyn,4,314,1490 FLATBUSH AVENUE,GLENWOOD ROAD,EAST 29TH STREET,W,11210,C2-4,40.634330,-73.949420,12/12/2023,04/22/2024,Flatbush,,,,"(40.63433, -73.94942)"
mn-06-121824,Link1.0,Live,121824,mn-06-121824,Manhattan,4,106,797 3 AVENUE,EAST 49 STREET,EAST 50 STREET,NE,10022,C6-6,40.755233,-73.971032,02/08/2016,03/08/2016,Turtle Bay-East Midtown,1038223,1013230001,1009800,"(40.755233, -73.971032)"
qu-09-145888,Link1.0,Live,145888,LINK-021396,Queens,28,409,110-02 JAMAICA AVENUE,110 STREET,110 STREET,SE,11418,C2-4,40.696331,-73.837842,07/22/2017,08/09/2017,Richmond Hill,4194813,4093000081,4012601,"(40.696331, -73.837842)"
qu-06-124200,Link1.0,Removed Pending Reinstall,124200,qu-06-124200,Queens,29,406,98-04 QUEENS BOULEVARD,65 ROAD,66 AVENUE,SE,11374,C1-2,40.728299,-73.858076,11/05/2016,11/30/2016,Forest Hills,4072158,4030860007,4071306,"(40.728299, -73.858076)"
mn-10-118276,Link1.0,Live,118276,mn-10-118276,Manhattan,9,110,2120 8 AVENUE,WEST 115 STREET,WEST 114 STREET,SE,10026,C1-4,40.803400,-73.956003,09/30/2017,11/01/2017,Central Harlem South,1055216,1018300064,1021800,"(40.8034, -73.956003)"
mn-12-111623,Link1.0,Live,111623,mn-12-111623,Manhattan,10,112,1439 ST. NICHOLAS AVENUE,WEST 182 STREET,WEST 181 STREET,SW,10033,C1-4,40.849854,-73.933473,12/05/2017,02/20/2018,Washington Heights North,1063943,1021650011,1027100,"(40.849854, -73.933473)"
bk-09-126619,Link1.0,Live,126619,bk-09-126619,Brooklyn,35,309,856 FRANKLIN AVENUE,PRESIDENT STREET,CARROLL STREET,SW,11225,C1-3,40.668800,-73.958717,11/11/2016,12/05/2016,Crown Heights South,3029704,3011880044,3021300,"(40.6688, -73.958717)"
mn-10-138528,Link1.0,Live,138528,mn-10-138528,Manhattan,9,110,99 WEST 116 STREET,LENOX AVENUE,5 AVENUE,NE,10026,C4-5X,40.801949,-73.949259,12/21/2016,02/06/2017,Central Harlem South,1085936,1016007501,1019000,"(40.801949, -73.949259)"
bx-02-119034,Link1.0,Live,119034,LINK-011714,Bronx,17,202,840 WESTCHESTER AVENUE,LONGWOOD AVENUE,PROSPECT AVENUE,E,10459,C1-4,40.819709,-73.901295,02/25/2022,05/05/2022,Longwood,2115863,2026890048,2008700,"(40.819709, -73.901295)"
bx-07-111540,Link1.0,Live,111540,bx-07-111540,Bronx,14,207,2408 UNIVERSITY AVENUE,WEST FORDHAM ROAD,WEST 188 STREET,MIDBLOCK,10468,C1-4,40.863114,-73.904575,02/18/2017,03/30/2017,Kingsbridge Heights,2014623,2032130001,2026300,"(40.863114, -73.904575)"
bk-02-126904,Link1.0,Live,126904,bk-02-126904,Brooklyn,33,302,128 MONTAGUE STREET,HENRY STREET,CLINTON STREET,SE,11201,C1-3,40.694726,-73.994227,11/10/2017,11/02/2020,Brooklyn Heights-Cobble Hill,3002077,3002490025,3000502,"(40.694726, -73.994227)"
mn-03-123268,Link1.0,Live,123268,mn-03-123268,Manhattan,2,103,160 2 AVENUE,EAST 10 STREET,EAST 11 STREET,NE,10003,C1-5,40.729831,-73.986658,09/18/2016,10/27/2016,East Village,1006433,1004520001,1004000,"(40.729831, -73.986658)"
bk-01-125268,Link1.0,Live,125268,bk-01-125268,Brooklyn,33,301,183 CALYER STREET,MANHATTAN AVENUE,LORIMER STREET,NW,11222,C4-3A,40.728133,-73.953439,03/31/2017,04/14/2017,Greenpoint,3065107,3025730019,3056100,"(40.728133, -73.953439)"
qu-01-143435,Link1.0,Live,143435,qu-01-143435,Queens,22,401,41-01 BROADWAY,41 STREET,42 STREET,NE,11103,C2-4,40.758591,-73.918016,05/12/2017,07/10/2017,Astoria,4011161,4006790007,4015500,"(40.758591, -73.918016)"
mn-07-120510,Link1.0,Live,120510,mn-07-120510,Manhattan,7,107,219 WEST 100 STREET,BROADWAY,AMSTERDAM AVENUE,NE,10025,C1-5,40.797149,-73.969607,08/13/2016,09/06/2016,Upper West Side,1056481,1018720019,1018700,"(40.797149, -73.969607)"
bk-09-157710,Link1.0,Live,157710,,Brooklyn,40,309,547 ROGERS AVEENUE,FENIMORE STREET,RUTLAND ROAD,NE,11225,C2-3,40.658640,-73.953240,07/12/2022,10/25/2022,Prospect Lefferts Gardens-Wingate,3115441,3050390001,802,"(40.65864, -73.95324)"
qu-06-107629,Link5G_Ad,Live,107629,25040,Queens,29,406,94-03 63 DRIVE,Booth St,Saunders Street,NW,11374,C4-2,40.728832,-73.863243,01/26/2023,05/19/2023,Rego Park,4072104,4030810130,,"(40.728832, -73.863243)"
qu-02-141373,Link1.0,Live,141373,qu-02-141373,Queens,26,402,48-19 VERNON BOULEVARD,49 AVENUE,48 AVENUE,NE,11101,C1-5,40.743559,-73.953739,12/15/2017,03/14/2018,Hunters Point-Sunnyside-West Maspeth,4000254,4000440001,4000700,"(40.743559, -73.953739)"
mn-05-118228,Link1.0,Live,118228,mn-05-118228,Manhattan,3,105,1745 BROADWAY,WEST 56 STREET,WEST 55 STREET,NE,10019,C6-6,40.765341,-73.982129,08/31/2017,02/07/2018,Midtown-Midtown South,1086135,1010277504,1013700,"(40.765341, -73.982129)"
bx-01-123216,Link1.0,Live,123216,bx-01-123216,Bronx,17,201,3015 3 AVENUE,EAST 155 STREET,EAST 154 STREET,SW,10455,C4-4,40.819488,-73.913668,10/29/2016,12/22/2016,Melrose South-Mott Haven North,2097993,2023760047,2006700,"(40.819488, -73.913668)"
mn-02-122259,Link1.0,Live,122259,mn-02-122259,Manhattan,3,102,347 6 AVENUE,WEST 4 STREET,WEST WASHINGTON PLACE,NW,10014,C1-5,40.731887,-74.001194,04/14/2018,07/25/2018,West Village,1076818,1005920026,1007100,"(40.731887, -74.001194)"
mn-05-136186,Link1.0,Live,136186,mn-05-136186,Manhattan,2,105,435 PARK AVENUE SOUTH,EAST 30 STREET,EAST 29 STREET,E,10016,C6-4A,40.744259,-73.983248,09/24/2017,04/24/2018,Murray Hill-Kips Bay,1018294,1008850091,1007200,"(40.744259, -73.983248)"
bk-01-146007,Link1.0,Live,146007,LINK-021229,Brooklyn,34,301,364 GRAND STREET,HAVEMEYER STREET,MARCY AVENUE,NE,11211,C2-4,40.712268,-73.955610,12/02/2017,04/10/2018,North Side-South Side,3062845,3023960019,3052300,"(40.712268, -73.95561)"
mn-04-122621,Link1.0,Live,122621,mn-04-122621,Manhattan,3,104,973 8 AVENUE,WEST 57 STREET,WEST 58 STREET,NW,10019,C6-6,40.766963,-73.982853,07/19/2016,07/21/2016,Clinton,1076205,1010487503,1013900,"(40.766963, -73.982853)"
mn-06-134583,Link1.0,Live,134583,mn-06-134583,Manhattan,2,106,230 2 AVENUE,EAST 14 STREET,EAST 15 STREET,NE,10003,C1-6A,40.732519,-73.984694,02/24/2018,05/24/2018,Gramercy,1020387,1009210001,1004800,"(40.732519, -73.984694)"
qu-02-157852,Link1.0,Live,,LINK-020954,Queens,26,402,50-15 ROOSEVELT AVENUE,51st Street,50th Street,SW,11377,C1-4,40.744330,-73.914030,02/07/2023,04/24/2023,Hunters Point-Sunnyside-West Maspeth,,4001380024,,"(40.74433, -73.91403)"
bx-05-138759,Link1.0,Live,138759,bx-05-138759,Bronx,15,205,1831 WEBSTER AVENUE,EAST 175 STREET,EAST 176 STREET,MIDBLOCK,10457,M1-1,40.846169,-73.901951,06/24/2017,08/01/2017,Mount Hope,2009388,2028920077,2023100,"(40.846169, -73.901951)"
bk-03-127093,Link1.0,Live,127093,bk-03-127093,Brooklyn,36,303,1805 FULTON STREET,PATCHEN AVENUE,SUMPTER STREET,NW,11233,C2-4,40.679143,-73.925474,12/22/2016,01/17/2017,Crown Heights North,3047942,3016970001,3038100,"(40.679143, -73.925474)"
mn-04-108085,Link1.0,Live,108085,mn-04-108085,Manhattan,3,104,100 WEST 26 STREET,6 AVENUE,7 AVENUE,SW,10001,C6-4X,40.744847,-73.991677,09/30/2017,11/02/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1085978,1008010034,1009100,"(40.744847, -73.991677)"
bx-01-117230,Link1.0,Live,117230,bx-01-117230,Bronx,8,201,256 ST. ANN'S AVENUE,EAST 139 STREET,MONSIGNOR GERALD J RYAN BOULEVAR,SE,10454,C1-4,40.807378,-73.917000,02/25/2018,07/02/2018,Mott Haven-Port Morris,2003623,2025510003,2002702,"(40.807378, -73.917)"
mn-07-107919,Link1.0,Live,107919,mn-07-107919,Manhattan,6,107,250 WEST 94 STREET,BROADWAY,POMANDER WALK,SW,10025,C4-6A,40.793426,-73.973043,10/06/2017,02/06/2018,Upper West Side,1033653,1012410052,1017900,"(40.793426, -73.973043)"
bk-16-145963,Link1.0,Live,145963,LINK-021932,Brooklyn,37,316,2440 FULTON STREET,VAN SINDEREN AVENUE,SACKMAN STREET,MIDBLOCK,11233,C4-5D,40.677862,-73.904301,09/30/2017,01/05/2018,Ocean Hill,3042309,3015540016,3036700,"(40.677862, -73.904301)"
qu-01-125085,Link1.0,Live,125085,qu-01-125085,Queens,22,401,31-01 BROADWAY,31 STREET,32 STREET,NE,11106,C4-3,40.761897,-73.925050,03/25/2017,05/17/2017,Astoria,4008367,4006130005,4006100,"(40.761897, -73.92505)"
bk-08-127047,Link1.0,Live,127047,bk-08-127047,Brooklyn,36,308,632 NOSTRAND AVENUE,DEAN STREET,BERGEN STREET,SW,11216,C2-4,40.676752,-73.949935,02/17/2017,03/08/2017,Crown Heights North,3030331,3012120042,3031500,"(40.676752, -73.949935)"
mn-11-120224,Link1.0,Live,120224,mn-11-120224,Manhattan,8,111,1918 3 AVENUE,EAST 106 STREET,EAST 105 STREET,SW,10029,C1-5,40.791481,-73.944895,02/22/2016,03/23/2016,East Harlem South,1052005,1016330040,1017200,"(40.791481, -73.944895)"
mn-03-137963,Link1.0,Live,137963,mn-03-137963,Manhattan,1,103,122B ORCHARD STREET,DELANCEY STREET,RIVINGTON STREET,NE,10002,C4-4A,40.719504,-73.989474,11/04/2016,12/28/2016,Chinatown,1005303,1004100002,1001800,"(40.719504, -73.989474)"
mn-08-134739,Link1.0,Live,134739,MN-08-134739,Manhattan,4,108,1347 3 AVENUE,EAST 77 STREET,EAST 76 STREET,SE,10021,C1-9,40.772815,-73.958220,04/16/2016,05/16/2016,Lenox Hill-Roosevelt Island,1044091,1014310045,1013400,"(40.772815, -73.95822)"
mn-09-120422,Link1.0,Live,120422,mn-09-120422,Manhattan,7,109,551 WEST 138 STREET,BROADWAY,HAMILTON PLACE,NE,10031,C1-4,40.821918,-73.953310,07/10/2016,07/19/2016,Hamilton Heights,1061709,1020700001,1022500,"(40.821918, -73.95331)"
bk-18-160082,Link5G_NonAd,Live,,,Brooklyn,46,318,1420 EAST 68 STREET,AVENUE N,VETERANS AVENUE,SW,11234,R3-1,40.621270,-73.913013,10/01/2024,04/11/2025,Marine Park-Mill Basin-Bergen Beach,,,3069602,"(40.6212696, -73.9130132)"
qu-12-144028,Link1.0,Live,144028,qu-12-144028,Queens,24,412,159-29 JAMAICA AVENUE,160 STREET,PARSONS BOULEVARD,NW,11432,C6-3,40.703769,-73.799343,08/18/2016,09/28/2016,Jamaica,4208839,4097560056,4044601,"(40.703769, -73.799343)"
mn-08-119826,Link1.0,Live,119826,mn-08-119826,Manhattan,5,108,1530 3 AVENUE,EAST 86 STREET,EAST 87 STREET,NW,10028,C2-8A,40.779038,-73.953980,03/05/2016,03/23/2016,Upper East Side-Carnegie Hill,1047962,1015150033,1014802,"(40.779038, -73.95398)"
mn-05-134222,Link1.0,Live,134222,mn-05-134222,Manhattan,4,105,50 EAST 56 STREET,MADISON AVENUE,PARK AVENUE,SE,10022,C5-3,40.761511,-73.972745,04/02/2017,06/14/2017,Midtown-Midtown South,1035775,1012910051,1010200,"(40.761511, -73.972745)"
bx-02-100042,Link5G_Ad,Live,100042,LINK-010396,Bronx,17,202,1102 LONGFELLOW AVENUE,LONGFELLOW AVENUE,WHITLOCK AVENUE,MIDBLOCK,10459,M1-1,40.826680,-73.887763,08/08/2022,10/18/2022,Hunts Point,2006291,2027570085,2012102,"(40.82668, -73.887763)"
mn-07-121221,Link1.0,Live,121221,mn-07-121221,Manhattan,6,107,2182 BROADWAY,WEST 77 STREET,WEST 78 STREET,NE,10024,C4-6A,40.782528,-73.980586,05/25/2016,06/27/2016,Upper West Side,1088838,1011690016,1016300,"(40.782528, -73.980586)"
mn-05-137138,Link1.0,Live,137138,mn-05-137138,Manhattan,4,105,130 MADISON AVENUE,EAST 31 STREET,EAST 30 STREET,SW,10016,C5-2,40.745756,-73.984529,09/30/2017,02/23/2018,Midtown-Midtown South,1016976,1008600065,1007400,"(40.745756, -73.984529)"
mn-12-134041,Link1.0,Live,134041,LINK-002140,Manhattan,10,112,4351 BROADWAY,WEST 186 STREET,WEST 185 STREET,SE,10033,C8-3,40.853080,-73.934380,02/10/2022,04/28/2022,Washington Heights North,1064426,1021800133,1027100,"(40.85308, -73.93438)"
bk-05-159997,Link5G_NonAd,Live,,,Brooklyn,42,305,408 DE WITT AVENUE,Louisiana Ave,Williams Ave,SW,11207,M1-1,40.656579,-73.894743,01/25/2024,10/18/2024,East New York,3097623,3043400010,,"(40.6565792, -73.8947434)"
bx-07-145840,Link1.0,Live,145840,LINK-018400,Bronx,14,207,2495 JEROME AVENUE,EAST FORDHAM ROAD,EAST 190 STREET,MIDBLOCK,10468,C2-4,40.863665,-73.900512,05/10/2017,06/13/2017,Kingsbridge Heights,2014360,2032000016,2026500,"(40.863665, -73.900512)"
mn-05-122629,Link1.0,Live,122629,mn-05-122629,Manhattan,4,105,1401 6 AVENUE,WEST 57 STREET,WEST 58 STREET,NW,10019,C5-3,40.764513,-73.977195,02/18/2017,05/08/2017,Midtown-Midtown South,1023730,1010100029,1013700,"(40.764513, -73.977195)"
bk-05-160014,Link5G_NonAd,Live,,,Brooklyn,42,305,699 WILLIAMS AVENUE,WILLIAMS AVENUE,LOUISIANA AVENUE,NE,11207,R6,40.658116,-73.896003,02/27/2024,09/05/2024,East New York (Pennsylvania Ave),3085986,3038670067,,"(40.658116, -73.8960033)"
bx-04-119077,Link1.0,Live,119077,bx-04-119077,Bronx,17,204,271 EAST 161 STREET,MORRIS AVENUE,PARK AVENUE,NE,10451,C2-4,40.825605,-73.918258,05/02/2018,06/11/2018,East Concourse-Concourse Village,2001921,2024210001,2017300,"(40.825605, -73.918258)"
qu-06-124194,Link1.0,Live,124194,qu-06-124194,Queens,29,406,107-40 QUEENS BOULEVARD,70 ROAD,71 AVENUE,SE,11375,C4-5X,40.721526,-73.844884,06/03/2017,07/10/2017,Forest Hills,4312083,4032397501,4071100,"(40.721526, -73.844884)"
mn-09-135705,Link1.0,Live,135705,mn-09-135705,Manhattan,7,109,3421 BROADWAY,WEST 140 STREET,WEST 139 STREET,NW,10031,C1-4,40.822854,-73.953291,03/03/2018,04/20/2018,Hamilton Heights,1062310,1020870093,1022500,"(40.822854, -73.953291)"
mn-01-123431,Link1.0,Live,123431,mn-01-123431,Manhattan,1,101,45 LAFAYETTE STREET,CATHERINE LANE,WORTH STREET,SE,10013,C6-4,40.716033,-74.002570,07/12/2016,07/21/2016,SoHo-TriBeCa-Civic Center-Little Italy,1001831,1001680032,1003100,"(40.716033, -74.00257)"
