,Week_date,Number of Sessions,Average Session Length,Number of Unique Clients,TB Downloaded,TB Uploaded,Cumulative Bandwidth Utilization To Date (TB),Cumulative Sessions To Date,Cumulative Subscribers To Date,sessions_outlier,sessions_per_client,activated,converted,data_usage_per_client(MG),seasonal_cohort,year,quarter,High_value,utility_usage_week,utility_segments
0,2020-01-05 05:00:00+00:00,23086410,00:04:07,683250,121.01,12.67,14353.83,2251215052,8461839,True,33.78911086717893,True,False,5.790419558519493,Winter,2020,1,False,False,Convenient Weeks
1,2020-01-12 05:00:00+00:00,23584159,00:04:07,640118,116.52,11.14,14501.59,2284581863,8502485,True,36.84345542540594,True,False,5.412955365506144,Winter,2020,1,False,False,Convenient Weeks
2,2020-01-19 05:00:00+00:00,22004022,00:04:07,592715,114.5,10.52,14626.62,2306585885,8536567,True,37.12411867423635,True,False,5.681688556755669,Winter,2020,1,False,False,Convenient Weeks
3,2020-01-26 05:00:00+00:00,20245042,00:04:15,602685,118.05,10.13,14754.79,2326830927,8571523,True,33.59141508416503,True,False,6.331426726602987,Winter,2020,1,False,False,Convenient Weeks
4,2020-02-02 05:00:00+00:00,22356460,00:04:11,617337,120.69,10.94,14886.42,2349187387,8615640,True,36.21435293850846,True,False,5.8877836652135445,Winter,2020,1,False,False,Convenient Weeks
5,2020-02-09 05:00:00+00:00,21393239,00:04:12,618210,121.23,10.85,15018.51,2370580626,8654392,True,34.605132560133285,True,False,6.173913169483126,Winter,2020,1,False,False,Convenient Weeks
6,2020-02-16 05:00:00+00:00,21011376,00:04:14,612385,120.84,10.62,15149.96,2391592002,8694067,True,34.31072936143113,True,False,6.256610704601165,Winter,2020,1,False,False,Convenient Weeks
7,2020-02-23 05:00:00+00:00,22624158,00:04:13,596994,122.66,11.11,15283.73,2414216160,8739567,True,37.896792932592284,True,False,5.912706231984412,Winter,2020,1,False,False,Convenient Weeks
8,2020-03-01 05:00:00+00:00,22771143,00:04:14,609346,123.4,10.53,15418.32,2436987303,8783301,True,37.36980795804026,True,False,5.881566858545485,Spring,2020,1,False,False,Convenient Weeks
9,2020-03-08 05:00:00+00:00,22365295,00:04:13,601616,120.74,11.2,15549.59,2459352598,8822702,True,37.17536601420175,True,False,5.899318564767422,Spring,2020,1,False,False,Convenient Weeks
10,2020-03-15 04:00:00+00:00,20527249,00:04:23,550203,121.56,10.65,15681.81,2479879847,8853950,True,37.308500680657865,True,False,6.440707179028228,Spring,2020,1,False,False,Convenient Weeks
11,2020-03-22 04:00:00+00:00,7590442,00:05:18,357837,58.84,4.62,15745.26,2487470289,8865469,False,21.212009937485504,False,False,8.360514446984773,Spring,2020,1,False,False,Quality sessions
12,2020-03-29 04:00:00+00:00,4738574,00:06:13,269303,92.16,6.85,15844.27,2492208863,8872365,False,17.595697040136947,False,False,20.894471627962332,Spring,2020,1,False,True,Quality sessions
13,2020-04-05 04:00:00+00:00,4589253,00:06:20,254145,92.44,6.93,15943.64,2496798116,8879407,False,18.057616714867496,False,False,21.652761353536185,Spring,2020,2,False,True,Quality sessions
14,2020-04-12 04:00:00+00:00,4445147,00:06:24,243298,94.8,7.37,16045.8,2501305588,8886409,False,18.270380356599727,False,False,22.984616706714085,Spring,2020,2,False,True,Quality sessions
15,2020-04-19 04:00:00+00:00,4507472,00:06:19,243055,88.74,6.93,16141.47,2505750735,8893373,False,18.54507004587439,False,False,21.22475746937529,Spring,2020,2,False,True,Quality sessions
16,2020-04-26 04:00:00+00:00,4461598,00:06:21,242168,89.45,7.08,16238.0,2510212333,8900552,False,18.423565458689836,False,False,21.635745757461788,Spring,2020,2,False,True,Quality sessions
17,2020-05-03 04:00:00+00:00,4833406,00:05:57,255054,87.91,6.9,16332.8,2515045739,8908590,False,18.950520281979504,False,False,19.615567159059264,Spring,2020,2,False,False,Quality sessions
18,2020-05-10 04:00:00+00:00,4888953,00:06:00,254860,88.18,6.84,16427.82,2519934692,8916603,False,19.18289649219179,False,False,19.43565421880718,Spring,2020,2,False,False,Quality sessions
19,2020-05-17 04:00:00+00:00,5169365,00:05:50,262307,86.68,6.93,16521.43,2525104057,8925582,False,19.707308611664956,False,False,18.10860715000779,Spring,2020,2,False,False,Quality sessions
20,2020-05-24 04:00:00+00:00,5272603,00:05:44,268006,83.89,6.45,16611.78,2530376660,8935352,False,19.673451340641627,False,False,17.13385210303146,Spring,2020,2,False,False,Quality sessions
21,2020-05-31 04:00:00+00:00,5633095,00:05:30,280269,81.22,6.77,16699.77,2536009755,8946391,False,20.098887140568525,False,False,15.620187481304683,Spring,2020,2,False,False,Quality sessions
22,2020-06-07 04:00:00+00:00,8168000,00:05:15,320719,104.97,9.17,16813.91,2544177755,8955241,False,25.4677770883546,False,False,13.974045053868757,Summer,2020,2,False,False,Quality sessions
23,2020-06-14 04:00:00+00:00,6163299,00:05:05,293302,77.93,6.55,16898.4,2550341054,8964884,False,21.013491213834204,False,False,13.706944933224884,Summer,2020,2,False,False,Quality sessions
24,2020-06-21 04:00:00+00:00,6389732,00:05:04,302763,82.46,6.94,16987.8,2556730786,8974670,False,21.10473208417145,False,False,13.991197126890453,Summer,2020,2,False,False,Quality sessions
25,2020-06-28 04:00:00+00:00,6724902,00:04:59,313709,79.52,6.95,17074.26,2563455688,8983785,False,21.436751894271442,False,False,12.85817994076345,Summer,2020,2,False,False,Convenient Weeks
26,2020-07-05 04:00:00+00:00,6927619,00:04:45,320317,74.27,6.33,17154.87,2570383307,8993007,False,21.62738474698502,False,False,11.63458902690809,Summer,2020,3,False,False,Convenient Weeks
27,2020-07-12 04:00:00+00:00,6798038,00:04:42,321109,69.56,6.13,17230.57,2577181345,8999948,False,21.170499736849482,False,False,11.134094866783622,Summer,2020,3,False,False,Convenient Weeks
28,2020-07-19 04:00:00+00:00,6441690,00:04:39,336224,72.29,6.56,17309.42,2590475174,9012106,False,19.158923812696298,False,False,12.240576618868653,Summer,2020,3,False,False,Convenient Weeks
29,2020-07-26 04:00:00+00:00,6852139,00:04:48,326115,79.36,6.25,17395.02,2584033484,9023383,False,21.01141928460819,False,False,12.493908836350226,Summer,2020,3,False,False,Convenient Weeks
30,2020-08-02 04:00:00+00:00,6446406,00:04:47,333403,65.66,6.06,17466.75,2596921580,9034477,False,19.335176948017864,False,False,11.1255791211413,Summer,2020,3,False,False,Convenient Weeks
31,2020-08-09 04:00:00+00:00,6389489,00:04:49,331488,70.0,6.35,17543.09,2603311069,9037870,False,19.275174365286226,False,False,11.949312378501629,Summer,2020,3,False,False,Convenient Weeks
32,2020-08-16 04:00:00+00:00,6351869,00:04:46,324810,75.13,6.7,17624.92,2609662938,9059026,False,19.55564483852098,False,False,12.882822362992687,Summer,2020,3,False,False,Convenient Weeks
33,2020-08-23 04:00:00+00:00,6676620,00:04:45,333338,77.1,7.06,17709.09,2616339558,9048666,False,20.0295795858858,False,False,12.605180465564912,Summer,2020,3,False,False,Convenient Weeks
34,2020-08-30 04:00:00+00:00,6687770,00:04:44,332705,76.45,7.09,17792.63,2623027328,9084170,False,20.10120076343908,False,False,12.491458288786845,Summer,2020,3,False,False,Convenient Weeks
35,2020-09-06 04:00:00+00:00,6834866,00:04:43,340704,75.06,7.08,17874.77,2629862194,9072014,False,20.061008969662815,False,False,12.017792301999776,Fall,2020,3,False,False,Convenient Weeks
36,2020-09-13 04:00:00+00:00,6204376,00:05:43,340440,75.5,7.13,17957.39,2636066570,9095367,False,18.2245799553519,False,False,13.31801941081585,Fall,2020,3,False,False,Quality sessions
37,2020-09-20 04:00:00+00:00,6392008,00:05:56,374923,78.78,6.85,18044.12,2642458578,9108566,False,17.048855364968272,False,False,13.396416274823185,Fall,2020,3,False,False,Quality sessions
38,2020-09-27 04:00:00+00:00,6442356,00:05:56,402303,73.72,7.95,18124.68,2648900934,9123892,False,16.013691173071045,False,False,12.677039269484641,Fall,2020,3,False,False,Quality sessions
39,2020-10-04 04:00:00+00:00,6285801,00:05:51,384666,69.92,6.22,18200.82,2655181307,9138404,False,16.340932133331254,False,False,12.113014713637927,Fall,2020,4,False,False,Quality sessions
40,2020-10-11 04:00:00+00:00,6280373,00:05:51,373292,68.53,5.76,18275.11,2661467108,9152562,False,16.824290367862154,False,False,11.82891525710336,Fall,2020,4,False,False,Quality sessions
41,2020-10-18 04:00:00+00:00,5874135,00:05:52,359705,65.2,6.26,18346.57,2667341243,9164578,False,16.330423541513184,False,False,12.165195386214313,Fall,2020,4,False,False,Quality sessions
42,2020-10-25 04:00:00+00:00,6274887,00:05:51,368374,71.23,7.19,18424.99,2673616130,9178012,False,17.034011629485253,False,False,12.49743620881141,Fall,2020,4,False,False,Quality sessions
43,2020-11-01 04:00:00+00:00,5978116,00:05:46,368236,71.69,7.82,18504.5,2679594246,9189753,False,16.234469199100577,False,False,13.300176845012707,Fall,2020,4,False,False,Quality sessions
44,2020-11-08 05:00:00+00:00,6333555,00:05:40,417195,74.61,6.71,18585.82,2685927801,9205391,False,15.181282134253767,False,False,12.839550615728449,Fall,2020,4,False,False,Quality sessions
45,2020-11-15 05:00:00+00:00,6053652,00:05:43,390323,71.36,7.33,18664.51,2691981453,9219907,False,15.509339700709413,False,False,12.998765042985623,Fall,2020,4,False,False,Quality sessions
46,2020-11-22 05:00:00+00:00,5932215,00:05:45,380393,72.73,6.77,18744.02,2697913668,9233024,False,15.594963629719789,False,False,13.4014023429697,Fall,2020,4,False,False,Quality sessions
47,2020-11-29 05:00:00+00:00,4988340,00:05:47,374868,62.95,6.55,18813.51,2702902008,9245113,False,13.306924037261116,False,False,13.932490568004587,Fall,2020,4,False,False,Quality sessions
48,2020-12-06 05:00:00+00:00,5772250,00:05:43,376273,72.31,6.08,18891.9,2708674258,9257319,False,15.340590475532393,False,False,13.58049287539521,Winter,2020,4,False,False,Quality sessions
49,2020-12-13 05:00:00+00:00,5970896,00:05:45,376212,70.82,6.83,18969.55,2714645154,9274071,False,15.871093957662168,False,False,13.004748366074368,Winter,2020,4,False,False,Quality sessions
50,2020-12-20 05:00:00+00:00,5179261,00:05:54,345424,65.52,5.53,19040.6,2719824415,9287019,False,14.993923410069943,False,False,13.718173306964063,Winter,2020,4,False,False,Quality sessions
51,2020-12-27 05:00:00+00:00,5340185,00:05:47,356229,61.49,5.26,19107.34,2725164600,9302150,False,14.990876655185287,False,False,12.499566962567776,Winter,2020,4,False,False,Quality sessions
52,2021-01-03 05:00:00+00:00,5257965,00:05:52,348002,59.99,5.73,19173.06,2730422565,9317463,False,15.10900799420693,False,False,12.499132268853064,Winter,2021,1,False,False,Quality sessions
53,2021-01-10 05:00:00+00:00,5546857,00:05:48,347334,63.43,5.53,19242.02,2735969422,9331406,False,15.969807159679156,False,False,12.43226569569037,Winter,2021,1,False,False,Quality sessions
54,2021-01-17 05:00:00+00:00,5489486,00:05:57,349506,70.73,5.98,19318.74,2741458908,9345447,False,15.706414196036691,False,False,13.973985906877259,Winter,2021,1,False,False,Quality sessions
55,2021-01-24 05:00:00+00:00,5380109,00:05:57,345502,66.73,6.22,19391.69,2746839017,9358336,False,15.571860654931086,False,False,13.559204841388901,Winter,2021,1,False,False,Quality sessions
56,2021-01-31 05:00:00+00:00,5162302,00:06:05,339770,69.18,8.25,19469.12,2752001319,9369957,False,15.193519145304176,False,False,14.999122484504007,Winter,2021,1,False,False,Quality sessions
57,2021-02-07 05:00:00+00:00,4740848,00:06:07,317993,63.78,7.18,19540.07,2756742167,9380112,False,14.908655221970294,False,False,14.967786353833748,Winter,2021,1,False,False,Quality sessions
58,2021-02-14 05:00:00+00:00,5301324,00:06:05,343617,66.74,7.06,19613.87,2762043491,9392503,False,15.428002689040413,False,False,13.921050665833667,Winter,2021,1,False,False,Quality sessions
59,2021-02-21 05:00:00+00:00,4788654,00:06:07,361003,57.58,4.66,19676.12,2766832145,9401011,False,13.264859294798104,False,False,12.997389245495706,Winter,2021,1,False,False,Quality sessions
60,2021-02-28 05:00:00+00:00,5090012,00:05:59,396149,60.81,6.15,19743.08,2771922157,9413643,False,12.84873115923554,False,False,13.155175272671265,Winter,2021,1,False,False,Quality sessions
61,2021-03-07 05:00:00+00:00,5713874,00:05:57,358961,67.11,6.67,19816.86,2777636031,9427974,False,15.917812798604862,False,False,12.91243034060604,Spring,2021,1,False,False,Quality sessions
62,2021-03-14 05:00:00+00:00,6188833,00:05:50,365769,65.22,6.56,19888.64,2783824864,9444023,False,16.92005883494774,False,False,11.598309406636114,Spring,2021,1,False,False,Quality sessions
63,2021-03-21 04:00:00+00:00,5983309,00:05:57,353954,61.45,6.2,19956.28,2789808173,9457963,False,16.90419941574329,False,False,11.306452666910568,Spring,2021,1,False,False,Quality sessions
64,2021-03-28 04:00:00+00:00,5838725,00:05:51,365168,59.03,6.35,20021.66,2795646898,9471009,False,15.989147460894712,False,False,11.197650171912532,Spring,2021,1,False,False,Quality sessions
65,2021-04-04 04:00:00+00:00,5648212,00:05:49,363226,63.21,6.72,20091.59,2801295110,9483600,False,15.55013132319823,False,False,12.38090921516402,Spring,2021,2,False,False,Quality sessions
66,2021-04-11 04:00:00+00:00,6221739,00:05:47,370636,65.31,6.53,20163.43,2807516849,9500218,False,16.786655910381075,False,False,11.546611003772417,Spring,2021,2,False,False,Quality sessions
67,2021-04-18 04:00:00+00:00,6214652,00:05:43,372583,61.77,5.43,20230.63,2813731501,9516230,False,16.679912932152032,False,False,10.813155748704835,Spring,2021,2,False,False,Quality sessions
68,2021-04-25 04:00:00+00:00,6518892,00:05:42,377528,68.87,7.64,20307.14,2820250393,9532396,False,17.267307325549364,False,False,11.736657088351825,Spring,2021,2,False,False,Quality sessions
69,2021-05-02 04:00:00+00:00,6758954,00:05:36,386712,64.87,6.5,20378.51,2827009347,9549230,False,17.47800430294379,False,False,10.559326191597101,Spring,2021,2,False,False,Quality sessions
70,2021-05-09 04:00:00+00:00,5605557,00:05:35,379065,55.56,6.62,20440.69,2832614904,9564366,False,14.787851687705276,False,False,11.092564039577155,Spring,2021,2,False,False,Quality sessions
71,2021-05-16 04:00:00+00:00,7057845,00:05:32,402584,63.66,7.32,20511.67,2839672749,9582801,False,17.531359914949427,False,False,10.056894136949733,Spring,2021,2,False,False,Quality sessions
72,2021-05-23 04:00:00+00:00,5556566,00:04:23,385352,45.6,4.85,20562.12,2845229315,9599681,False,14.419455458905105,False,False,9.079348648067889,Spring,2021,2,False,False,Convenient Weeks
73,2021-05-30 04:00:00+00:00,6765640,00:04:53,395566,56.93,6.55,20625.6,2851994955,9617639,False,17.103694453011634,False,False,9.382704370909478,Spring,2021,2,False,False,Convenient Weeks
74,2021-06-06 04:00:00+00:00,7525005,00:04:15,415191,63.79,6.29,20695.68,2859519960,9637921,False,18.12420066908965,False,False,9.312950622624172,Summer,2021,2,False,False,Convenient Weeks
75,2021-06-13 04:00:00+00:00,7944214,00:04:09,423948,64.06,6.38,20766.13,2867464174,9657913,False,18.73865191013992,False,False,8.866830626667408,Summer,2021,2,False,False,Convenient Weeks
76,2021-06-20 04:00:00+00:00,7943219,00:04:55,429850,60.32,5.58,20832.02,2875407393,9680498,False,18.479048505292543,False,False,8.29638462693777,Summer,2021,2,False,False,Convenient Weeks
77,2021-06-27 04:00:00+00:00,7512627,00:05:28,453555,53.0,5.13,20890.14,2882920020,9699767,False,16.56387207725634,False,False,7.737639576675376,Summer,2021,2,False,False,Quality sessions
78,2021-07-04 04:00:00+00:00,7430943,00:05:17,417960,50.68,4.57,20945.39,2890350963,9718278,False,17.779076945162217,False,False,7.435126335917259,Summer,2021,3,False,False,Quality sessions
79,2021-07-11 04:00:00+00:00,7812188,00:04:51,423095,54.62,5.24,21005.25,2898163151,9741563,False,18.464382703648116,False,False,7.662386005047497,Summer,2021,3,False,False,Convenient Weeks
80,2021-07-18 04:00:00+00:00,8543783,00:04:33,499009,55.54,5.58,21066.37,2906697934,9765548,False,17.121500814614567,False,False,7.153739742687753,Summer,2021,3,False,False,Convenient Weeks
81,2021-07-25 04:00:00+00:00,7047559,00:04:39,475745,53.57,5.51,21125.45,2913745493,9788767,False,14.813732146422979,False,False,8.383044398776939,Summer,2021,3,False,False,Convenient Weeks
82,2021-08-01 04:00:00+00:00,7644607,00:04:21,402898,50.8,5.14,21181.39,2921390100,9809524,False,18.97405050409781,False,False,7.317576953269148,Summer,2021,3,False,False,Convenient Weeks
83,2021-08-08 04:00:00+00:00,7765908,00:04:06,410928,67.07,6.56,21255.02,2929156008,9830942,False,18.89846396449013,False,False,9.48118365553648,Summer,2021,3,False,False,Convenient Weeks
84,2021-08-15 04:00:00+00:00,7894787,00:04:17,435251,51.54,6.55,21313.12,2937050795,9848073,False,18.138469526778803,False,False,7.35801991871345,Summer,2021,3,False,False,Convenient Weeks
85,2021-08-22 04:00:00+00:00,9208116,00:03:34,430609,50.27,5.04,21368.42,2946258911,9870612,False,21.38393763251581,False,False,6.006657605095331,Summer,2021,3,False,False,Convenient Weeks
86,2021-08-29 04:00:00+00:00,8777860,00:03:43,438745,48.16,4.51,21421.1,2955036771,9892788,False,20.006746515629807,False,False,6.000323541273157,Summer,2021,3,False,False,Convenient Weeks
87,2021-09-05 04:00:00+00:00,7957774,00:04:05,441150,49.6,4.65,21475.35,2962994545,9915482,False,18.038703388869997,False,False,6.817233060401062,Fall,2021,3,False,False,Convenient Weeks
88,2021-09-12 04:00:00+00:00,8393949,00:04:07,450115,50.49,6.39,21532.23,2971388494,9940897,False,18.648454283905224,False,False,6.77630993469224,Fall,2021,3,False,False,Convenient Weeks
89,2021-09-19 04:00:00+00:00,8783401,00:04:03,463737,52.21,5.42,21589.86,2980171895,9967568,False,18.940479194025926,False,False,6.561239774889021,Fall,2021,3,False,False,Convenient Weeks
90,2021-09-26 04:00:00+00:00,9730824,00:03:56,479825,59.4,5.75,21655.01,2989902719,9996238,False,20.279943729484707,False,False,6.695219233232459,Fall,2021,3,False,False,Convenient Weeks
91,2021-10-04 04:00:00+00:00,4136082,00:20:17,228355,89.97,15.57,22280.49,2936893666,10023338,False,18.112509031989664,False,False,25.516902227760472,Fall,2021,4,False,True,Quality sessions
92,2021-10-10 04:00:00+00:00,4058686,00:20:28,228253,92.45,15.95,22388.89,2940952352,10048619,False,17.781523134416634,False,False,26.708151357360485,Fall,2021,4,False,True,Quality sessions
93,2021-10-17 04:00:00+00:00,4054532,00:20:58,230096,92.83,16.21,22497.93,2945006884,10074139,False,17.62104512898964,False,False,26.893362785150046,Fall,2021,4,False,True,Quality sessions
94,2021-10-24 04:00:00+00:00,4128091,00:20:49,229724,98.83,17.8,22731.19,2953263066,10120947,False,17.969785481708485,False,False,28.252768652629022,Fall,2021,4,False,True,Quality sessions
95,2021-10-31 04:00:00+00:00,4083027,00:20:44,228907,97.02,17.02,22842.63,2957301029,10143363,False,17.837056097017566,False,False,27.93025860470675,Fall,2021,4,False,True,Quality sessions
96,2021-11-07 04:00:00+00:00,4076435,00:20:53,230943,98.59,18.25,22961.86,2961361039,10166503,False,17.6512602676851,False,False,28.66229928847142,Fall,2021,4,False,True,Quality sessions
97,2021-11-14 05:00:00+00:00,4154634,00:21:04,234881,105.43,19.07,22969.34,2961429568,10170958,False,17.68825064607184,False,False,29.96653856874035,Fall,2021,4,False,True,Quality sessions
98,2021-11-21 05:00:00+00:00,4237874,00:21:04,238560,100.66,17.75,23087.39,2965657060,10198305,False,17.76439470154259,False,False,27.94089677984763,Fall,2021,4,False,True,Quality sessions
99,2021-11-28 05:00:00+00:00,3775898,00:21:18,234001,89.91,15.08,23192.83,2969423283,10226863,False,16.136247280994525,False,False,27.805306181469945,Fall,2021,4,False,True,Quality sessions
100,2021-12-05 05:00:00+00:00,4273933,00:21:16,243546,105.39,17.2,23315.14,2973686567,10258670,False,17.548771074047615,False,False,28.683182445770676,Winter,2021,4,False,True,Quality sessions
101,2021-12-12 05:00:00+00:00,4401032,00:21:25,243384,105.25,17.8,23437.87,2978074813,10289652,False,18.08266771850245,False,False,27.959351352137407,Winter,2021,4,False,True,Quality sessions
102,2021-12-19 05:00:00+00:00,4280458,00:21:35,238392,107.81,17.33,23562.68,2982343734,10318906,False,17.955543810194975,False,False,29.235189318526196,Winter,2021,4,False,True,Quality sessions
103,2021-12-26 05:00:00+00:00,3718831,00:21:54,226217,93.79,16.58,23672.77,2986050555,10351030,False,16.439219864112776,False,False,29.678681284521936,Winter,2021,4,False,True,Quality sessions
104,2022-01-02 05:00:00+00:00,3866501,00:22:11,228609,95.01,18.04,23785.43,2989904252,10392618,False,16.913161774033394,False,False,29.23832167636838,Winter,2022,1,False,True,Quality sessions
105,2022-01-09 05:00:00+00:00,3477266,00:22:09,217029,88.87,14.91,23888.92,2993372440,10414111,False,16.022126075317125,False,False,29.84528649807061,Winter,2022,1,False,True,Quality sessions
106,2022-01-16 05:00:00+00:00,3345285,00:22:18,206094,91.86,14.67,23995.19,2996708593,10431711,False,16.231840810503943,False,False,31.844820396468464,Winter,2022,1,False,True,Quality sessions
107,2022-01-23 05:00:00+00:00,3372595,00:22:10,206728,98.68,14.62,24108.14,3000070573,10449897,False,16.31416644092721,False,False,33.59430942642091,Winter,2022,1,False,True,Quality sessions
108,2022-01-30 05:00:00+00:00,3357235,00:22:16,204380,98.56,14.63,24221.09,3003418699,10466807,False,16.42643605049418,False,False,33.71524483689703,Winter,2022,1,False,True,Quality sessions
109,2022-02-06 05:00:00+00:00,3478457,00:21:59,211075,94.43,14.54,24330.07,3006897156,10486128,False,16.4797204785029,False,False,31.32710854266705,Winter,2022,1,False,True,Quality sessions
110,2022-02-13 05:00:00+00:00,3818432,00:21:49,219243,97.87,16.2,24444.14,3010715588,10509510,False,17.41643746892717,False,False,29.87351876372291,Winter,2022,1,False,True,Quality sessions
111,2022-02-20 05:00:00+00:00,3828421,00:22:01,218063,98.7,15.48,24557.28,3014508154,10530559,False,17.556490555481673,False,False,29.82430615650682,Winter,2022,1,False,True,Quality sessions
112,2022-02-27 05:00:00+00:00,3702101,00:22:15,217733,102.56,15.5,24674.42,3018169953,10557298,False,17.0029393798827,False,False,31.88999975959597,Winter,2022,1,False,True,Quality sessions
113,2022-03-06 05:00:00+00:00,4022287,00:21:59,226351,102.97,15.88,24792.04,3022149044,10583572,False,17.77013134468149,False,False,29.54786667385992,Spring,2022,1,False,True,Quality sessions
114,2022-03-13 05:00:00+00:00,3894963,00:22:04,222794,101.75,16.29,24909.12,3026011170,10608217,False,17.482351409822527,False,False,30.305807783026435,Spring,2022,1,False,True,Quality sessions
115,2022-03-20 04:00:00+00:00,4241789,00:22:12,232342,109.1,18.57,25035.7,3030214659,10641759,False,18.256660440213135,False,False,30.098149625075642,Spring,2022,1,False,True,Quality sessions
116,2022-03-27 04:00:00+00:00,4164598,00:22:11,232452,106.1,17.65,25158.54,3034343235,10671938,False,17.915948238776178,False,False,29.714752780460444,Spring,2022,1,False,True,Quality sessions
117,2022-04-03 04:00:00+00:00,4083721,00:22:10,231675,105.11,17.03,25279.69,3038391499,100700585,False,17.62693859933096,False,False,29.908997211121914,Spring,2022,2,False,True,Quality sessions
118,2022-04-10 04:00:00+00:00,4279006,00:22:11,238727,110.42,18.56,25407.67,3042629988,10736221,False,17.924264955367427,False,False,30.14251440638316,Spring,2022,2,False,True,Quality sessions
119,2022-04-17 04:00:00+00:00,4786945,00:22:16,258440,119.1,21.31,25546.79,3047374001,10785837,False,18.52246169323634,True,False,29.33185988140662,Spring,2022,2,False,True,Engaged Week
120,2022-04-24 04:00:00+00:00,4353342,00:22:17,246063,115.45,19.35,25680.37,3051714883,10824042,False,17.6919813218566,True,False,30.964716303015017,Spring,2022,2,False,True,Engaged Week
121,2022-05-01 04:00:00+00:00,2659102,00:21:46,206636,66.64,11.28,25758.28,3054372740,10843270,False,12.868532104763933,False,False,29.30312564166399,Spring,2022,2,False,True,Quality sessions
